App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Easy Player 7,Works perfectly on my device. No issues at all.,Positive,0.7003,0.766
Easy Player 7,Needs a lot of improvements.,Negative,-0.8437,0.8332
Quick Assistant 7,"Very disappointing, too many ads.",Negative,-0.9015,0.7762
Quick Assistant 7,Works perfectly on my device. No issues at all.,Positive,0.9669,0.5142
Quick Assistant 7,This app is amazing. I use it every day.,Positive,0.5004,0.438
Quick Assistant 7,Excellent features and intuitive interface.,Positive,0.5263,0.505
Quick Assistant 7,Works perfectly on my device. No issues at all.,Positive,0.642,0.3182
Quick Assistant 7,"Very disappointing, too many ads.",Negative,-0.7167,0.8068
Quick Assistant 7,Very useful and easy to use.,Positive,0.9788,0.5641
Quick Assistant 7,This app keeps crashing on my device.,Negative,-0.6297,0.8828
Quick Assistant 7,This app keeps crashing on my device.,Negative,-0.689,0.3562
Quick Assistant 7,Needs a lot of improvements.,Negative,-0.999,0.9107
Magic Monitor 9,Very useful and easy to use.,Positive,0.6774,0.3215
Magic Monitor 9,This app is amazing. I use it every day.,Positive,0.5852,0.6933
Magic Monitor 9,This app is amazing. I use it every day.,Positive,0.5455,0.708
Magic Monitor 9,This app keeps crashing on my device.,Negative,-0.6194,0.8395
Magic Monitor 9,Poor customer support and too expensive.,Negative,-0.941,0.8076
Magic Monitor 9,This app is exactly what I was looking for!,Positive,0.5395,0.6749
Magic Monitor 9,I'm very satisfied with this app.,Positive,0.7529,0.7243
Magic Monitor 9,Excellent features and intuitive interface.,Positive,0.7458,0.9198
Magic Monitor 9,This app is exactly what I was looking for!,Positive,0.7973,0.5986
Magic Monitor 9,This app is amazing. I use it every day.,Positive,0.8664,0.4387
Super Recorder 4,This app is exactly what I was looking for!,Positive,0.9049,0.8258
Super Recorder 4,"Waste of money, don't buy it.",Negative,-0.7505,0.7567
Super Recorder 4,Needs a lot of improvements.,Negative,-0.8538,0.6859
Super Recorder 4,The app is very helpful and well designed.,Positive,0.5983,0.7107
Super Recorder 4,This app keeps crashing on my device.,Negative,-0.8188,0.4734
Super Recorder 4,I'm very satisfied with this app.,Positive,0.5605,0.4551
Super Recorder 4,The app is very helpful and well designed.,Positive,0.555,0.4867
Super Recorder 4,Best app in this category. Highly recommended!,Positive,0.7509,0.7367
Super Recorder 4,The app is very helpful and well designed.,Positive,0.9935,0.5088
Super Recorder 4,"Very disappointing, too many ads.",Negative,-0.8783,0.9182
Quick Editor 3,Excellent features and intuitive interface.,Positive,0.9375,0.8723
Quick Editor 3,This app keeps crashing on my device.,Negative,-0.7833,0.6832
Quick Editor 3,This app is exactly what I was looking for!,Positive,0.6477,0.3362
Quick Editor 3,Didn't work as advertised. Uninstalled.,Negative,-0.9994,0.4977
Quick Editor 3,I'm very satisfied with this app.,Positive,0.9698,0.7558
Quick Editor 3,Great app! Love it!,Positive,0.8627,0.649
Quick Editor 3,Needs a lot of improvements.,Negative,-0.6507,0.4015
Quick Editor 3,Excellent features and intuitive interface.,Positive,0.5149,0.6529
Quick Editor 3,I'm having issues with the latest update.,Negative,-0.6678,0.6374
Quick Editor 3,The app is very helpful and well designed.,Positive,0.8665,0.7272
Quick Recorder 2,The app is very helpful and well designed.,Positive,0.6003,0.9927
Quick Recorder 2,Great app! Love it!,Positive,0.6229,0.3123
Quick Recorder 2,The app is very slow and buggy.,Negative,-0.6533,0.8546
Quick Recorder 2,Excellent features and intuitive interface.,Positive,0.8296,0.6078
Quick Recorder 2,This app keeps crashing on my device.,Negative,-0.7534,0.7493
Quick Recorder 2,This app is exactly what I was looking for!,Positive,0.8279,0.4086
Quick Recorder 2,Works perfectly on my device. No issues at all.,Positive,0.64,0.4595
Quick Recorder 2,This app keeps crashing on my device.,Negative,-0.9786,0.8208
Quick Recorder 2,Excellent features and intuitive interface.,Positive,0.5956,0.8565
Quick Recorder 2,Average app with basic functionality.,Neutral,-0.2706,0.3211
HD Editor 6,This app keeps crashing on my device.,Negative,-0.8981,0.5272
HD Editor 6,I'm very satisfied with this app.,Positive,0.9178,0.7477
HD Editor 6,Works perfectly on my device. No issues at all.,Positive,0.74,0.976
HD Editor 6,I'm very satisfied with this app.,Positive,0.8776,0.4547
HD Editor 6,I'm very satisfied with this app.,Positive,0.8784,0.4527
HD Editor 6,Poor customer support and too expensive.,Negative,-0.6103,0.4646
HD Editor 6,"Very disappointing, too many ads.",Negative,-0.5607,0.8486
HD Editor 6,Works perfectly on my device. No issues at all.,Positive,0.5707,0.606
HD Editor 6,Best app in this category. Highly recommended!,Positive,0.9902,0.7928
HD Editor 6,"Very disappointing, too many ads.",Negative,-0.6183,0.8423
Amazing Converter 8,Needs a lot of improvements.,Negative,-0.5585,0.5871
Amazing Converter 8,Not worth the download. Save your time.,Negative,-0.8255,0.4138
Amazing Converter 8,Amazing performance and great UI.,Positive,0.5706,0.5711
Amazing Converter 8,The app is very helpful and well designed.,Positive,0.7675,0.7398
Amazing Converter 8,"It's just what you'd expect, nothing more.",Neutral,-0.3476,0.9101
Amazing Converter 8,Poor customer support and too expensive.,Negative,-0.7477,0.395
Amazing Converter 8,The app is very slow and buggy.,Negative,-0.8606,0.9465
Amazing Converter 8,"It's just what you'd expect, nothing more.",Neutral,-0.3734,0.3571
Amazing Converter 8,The app is very helpful and well designed.,Positive,0.8751,0.823
Amazing Converter 8,Works well enough for my needs.,Neutral,0.0278,0.7856
Smart Assistant 3,Very frustrating experience using this app.,Negative,-0.7593,0.5231
Smart Assistant 3,"Waste of money, don't buy it.",Negative,-0.7744,0.5935
Smart Assistant 3,I'm very satisfied with this app.,Positive,0.5784,0.6786
Smart Assistant 3,I'm very satisfied with this app.,Positive,0.7713,0.9557
Smart Assistant 3,Excellent features and intuitive interface.,Positive,0.5325,0.5717
Smart Assistant 3,Amazing performance and great UI.,Positive,0.6798,0.3975
Smart Assistant 3,The app is very helpful and well designed.,Positive,0.6888,0.9729
Smart Assistant 3,Works perfectly on my device. No issues at all.,Positive,0.8893,0.528
Smart Assistant 3,Amazing performance and great UI.,Positive,0.5678,0.4417
Smart Assistant 3,Best app in this category. Highly recommended!,Positive,0.6662,0.8229
Simple Planner 5,"Waste of money, don't buy it.",Negative,-0.7495,0.5318
Simple Planner 5,Average app with basic functionality.,Neutral,-0.0367,0.6683
Simple Planner 5,Not worth the download. Save your time.,Negative,-0.8068,0.36
Simple Planner 5,Best app in this category. Highly recommended!,Positive,0.6329,0.6605
Simple Planner 5,This app is amazing. I use it every day.,Positive,0.8175,0.6635
Simple Planner 5,This app keeps crashing on my device.,Negative,-0.863,0.9445
Simple Planner 5,I'm very satisfied with this app.,Positive,0.7969,0.7075
Simple Planner 5,The app is very helpful and well designed.,Positive,0.5446,0.3715
Simple Planner 5,"Not bad, but not great either.",Neutral,0.0362,0.7688
Simple Planner 5,"Not bad, but not great either.",Neutral,-0.0469,0.3425
Magic Notes 2,This app is exactly what I was looking for!,Positive,0.524,0.5342
Magic Notes 2,Didn't work as advertised. Uninstalled.,Negative,-0.9049,0.812
Magic Notes 2,Average app with basic functionality.,Neutral,0.2315,0.7986
Magic Notes 2,Great app! Love it!,Positive,0.9531,0.9515
Magic Notes 2,Poor customer support and too expensive.,Negative,-0.653,0.9665
Magic Notes 2,Excellent features and intuitive interface.,Positive,0.7593,0.8454
Magic Notes 2,Works perfectly on my device. No issues at all.,Positive,0.857,0.8548
Magic Notes 2,Great app! Love it!,Positive,0.6677,0.558
Magic Notes 2,I'm having issues with the latest update.,Negative,-0.8089,0.6155
Magic Notes 2,This app is exactly what I was looking for!,Positive,0.5205,0.8805
Best Recorder 6,Best app in this category. Highly recommended!,Positive,0.8205,0.732
Best Recorder 6,The app is very helpful and well designed.,Positive,0.7717,0.4055
Best Recorder 6,Very frustrating experience using this app.,Negative,-0.5963,0.7763
Best Recorder 6,Works well enough for my needs.,Neutral,0.3919,0.7069
Best Recorder 6,Very useful and easy to use.,Positive,0.5392,0.6138
Best Recorder 6,This app is amazing. I use it every day.,Positive,0.5336,0.8117
Best Recorder 6,Very useful and easy to use.,Positive,0.9216,0.8972
Best Recorder 6,The app is very slow and buggy.,Negative,-0.8673,0.7566
Best Recorder 6,Amazing performance and great UI.,Positive,0.8207,0.4899
Best Recorder 6,Didn't work as advertised. Uninstalled.,Negative,-0.9206,0.8477
Cool Calculator 5,Didn't work as advertised. Uninstalled.,Negative,-0.8185,0.871
Cool Calculator 5,Didn't work as advertised. Uninstalled.,Negative,-0.8364,0.7607
Cool Calculator 5,This app is amazing. I use it every day.,Positive,0.8925,0.4716
Cool Calculator 5,This app keeps crashing on my device.,Negative,-0.7624,0.5952
Cool Calculator 5,Amazing performance and great UI.,Positive,0.6808,0.8295
Cool Calculator 5,Great app! Love it!,Positive,0.8043,0.8813
Cool Calculator 5,This app is exactly what I was looking for!,Positive,0.8044,0.8726
Cool Calculator 5,Works perfectly on my device. No issues at all.,Positive,0.9745,0.9928
Cool Calculator 5,Amazing performance and great UI.,Positive,0.8225,0.6889
Cool Calculator 5,The app is very slow and buggy.,Negative,-0.9155,0.6227
Magic Camera 6,Very frustrating experience using this app.,Negative,-0.6802,0.619
Magic Camera 6,This app is amazing. I use it every day.,Positive,0.587,0.642
Magic Camera 6,I'm having issues with the latest update.,Negative,-0.7124,0.4043
Magic Camera 6,Excellent features and intuitive interface.,Positive,0.9791,0.8983
Magic Camera 6,I'm very satisfied with this app.,Positive,0.9025,0.4974
Magic Camera 6,I'm having issues with the latest update.,Negative,-0.5824,0.4348
Magic Camera 6,I'm having issues with the latest update.,Negative,-0.5405,0.3568
Magic Camera 6,"Some features are good, others need work.",Neutral,0.326,0.3675
Magic Camera 6,"Very disappointing, too many ads.",Negative,-0.6749,0.389
Magic Camera 6,Amazing performance and great UI.,Positive,0.5759,0.8334
Easy Translator 4,Didn't work as advertised. Uninstalled.,Negative,-0.6444,0.7987
Easy Translator 4,Excellent features and intuitive interface.,Positive,0.8412,0.3598
Easy Translator 4,Needs a lot of improvements.,Negative,-0.7465,0.8413
Easy Translator 4,"Very disappointing, too many ads.",Negative,-0.5226,0.9651
Easy Translator 4,This app keeps crashing on my device.,Negative,-0.6487,0.8418
Easy Translator 4,Amazing performance and great UI.,Positive,0.5089,0.9147
Easy Translator 4,I'm having issues with the latest update.,Negative,-0.6997,0.3874
Easy Translator 4,The app is very slow and buggy.,Negative,-0.7677,0.4065
Easy Translator 4,Best app in this category. Highly recommended!,Positive,0.6905,0.8422
Easy Translator 4,The app is very helpful and well designed.,Positive,0.5764,0.7077
Premium Scanner 8,I'm having issues with the latest update.,Negative,-0.9017,0.9927
Premium Scanner 8,Very useful and easy to use.,Positive,0.7682,0.5023
Premium Scanner 8,Very useful and easy to use.,Positive,0.8869,0.9165
Premium Scanner 8,This app is amazing. I use it every day.,Positive,0.9502,0.515
Premium Scanner 8,I'm very satisfied with this app.,Positive,0.566,0.5382
Premium Scanner 8,Works perfectly on my device. No issues at all.,Positive,0.5721,0.679
Premium Scanner 8,This app keeps crashing on my device.,Negative,-0.7938,0.3526
Premium Scanner 8,Very frustrating experience using this app.,Negative,-0.671,0.6029
Premium Scanner 8,Not worth the download. Save your time.,Negative,-0.7153,0.8617
Premium Scanner 8,This app keeps crashing on my device.,Negative,-0.9885,0.768
Easy Planner 7,This app keeps crashing on my device.,Negative,-0.5483,0.962
Easy Planner 7,This app keeps crashing on my device.,Negative,-0.9367,0.5588
Easy Planner 7,The app is very slow and buggy.,Negative,-0.7126,0.5909
Easy Planner 7,Great app! Love it!,Positive,0.7023,0.5598
Easy Planner 7,"Waste of money, don't buy it.",Negative,-0.6796,0.8694
Easy Planner 7,This app is exactly what I was looking for!,Positive,0.7832,0.8461
Easy Planner 7,Best app in this category. Highly recommended!,Positive,0.8841,0.5807
Easy Planner 7,The app is very slow and buggy.,Negative,-0.9486,0.6074
Easy Planner 7,"Waste of money, don't buy it.",Negative,-0.514,0.8021
Easy Planner 7,Very frustrating experience using this app.,Negative,-0.7098,0.5375
Fantastic Compass 8,Great app! Love it!,Positive,0.6752,0.9961
Fantastic Compass 8,Best app in this category. Highly recommended!,Positive,0.6424,0.3783
Fantastic Compass 8,"Waste of money, don't buy it.",Negative,-0.8887,0.6412
Fantastic Compass 8,I'm having issues with the latest update.,Negative,-0.8039,0.8067
Fantastic Compass 8,Acceptable performance with some minor issues.,Neutral,-0.2662,0.7102
Fantastic Compass 8,"It's just what you'd expect, nothing more.",Neutral,0.3772,0.9604
Fantastic Compass 8,This app is amazing. I use it every day.,Positive,0.9787,0.621
Fantastic Compass 8,This app is exactly what I was looking for!,Positive,0.5807,0.77
Fantastic Compass 8,This app keeps crashing on my device.,Negative,-0.9678,0.4884
Fantastic Compass 8,This app keeps crashing on my device.,Negative,-0.7751,0.756
Cool Editor 8,Very frustrating experience using this app.,Negative,-0.5913,0.4644
Cool Editor 8,"Very disappointing, too many ads.",Negative,-0.863,0.8574
Cool Editor 8,Best app in this category. Highly recommended!,Positive,0.5883,0.5508
Cool Editor 8,Not worth the download. Save your time.,Negative,-0.6284,0.6194
Cool Editor 8,Works perfectly on my device. No issues at all.,Positive,0.6017,0.689
Cool Editor 8,This app is amazing. I use it every day.,Positive,0.6955,0.7011
Cool Editor 8,"Some features are good, others need work.",Neutral,0.3923,0.4768
Cool Editor 8,Best app in this category. Highly recommended!,Positive,0.8131,0.9147
Cool Editor 8,"Waste of money, don't buy it.",Negative,-0.7657,0.8663
Cool Editor 8,Works well enough for my needs.,Neutral,0.3972,0.6861
HD Camera 2,I'm having issues with the latest update.,Negative,-0.7261,0.9598
HD Camera 2,Very useful and easy to use.,Positive,0.9991,0.4279
HD Camera 2,"Very disappointing, too many ads.",Negative,-0.9592,0.5089
HD Camera 2,Excellent features and intuitive interface.,Positive,0.8374,0.5769
HD Camera 2,This app is exactly what I was looking for!,Positive,0.6397,0.8121
HD Camera 2,This app is exactly what I was looking for!,Positive,0.7283,0.3147
HD Camera 2,The app is very helpful and well designed.,Positive,0.6456,0.8653
HD Camera 2,Great app! Love it!,Positive,0.5595,0.4142
HD Camera 2,This app is exactly what I was looking for!,Positive,0.6621,0.3613
HD Camera 2,Not worth the download. Save your time.,Negative,-0.7344,0.9593
Awesome Scanner 4,Works perfectly on my device. No issues at all.,Positive,0.6965,0.7433
Awesome Scanner 4,Needs a lot of improvements.,Negative,-0.9715,0.5665
Awesome Scanner 4,It's alright for occasional use.,Neutral,-0.0203,0.9518
Awesome Scanner 4,Works perfectly on my device. No issues at all.,Positive,0.978,0.3843
Awesome Scanner 4,Works perfectly on my device. No issues at all.,Positive,0.5093,0.7269
Awesome Scanner 4,It's alright for occasional use.,Neutral,-0.1795,0.7855
Awesome Scanner 4,Best app in this category. Highly recommended!,Positive,0.9586,0.3803
Awesome Scanner 4,Very useful and easy to use.,Positive,0.7804,0.7611
Awesome Scanner 4,Great app! Love it!,Positive,0.5833,0.3342
Awesome Scanner 4,This app is exactly what I was looking for!,Positive,0.8775,0.662
HD Camera 6,Very useful and easy to use.,Positive,0.5147,0.3408
HD Camera 6,Not worth the download. Save your time.,Negative,-0.7669,0.9751
HD Camera 6,This app keeps crashing on my device.,Negative,-0.8141,0.7326
HD Camera 6,I'm very satisfied with this app.,Positive,0.9447,0.8017
HD Camera 6,This app keeps crashing on my device.,Negative,-0.8682,0.8327
HD Camera 6,This app is amazing. I use it every day.,Positive,0.8251,0.699
HD Camera 6,The app is very slow and buggy.,Negative,-0.8384,0.9567
HD Camera 6,I'm very satisfied with this app.,Positive,0.5156,0.4899
HD Camera 6,Great app! Love it!,Positive,0.6795,0.6774
HD Camera 6,Very frustrating experience using this app.,Negative,-0.8691,0.9673
Super Camera 3,This app is exactly what I was looking for!,Positive,0.5238,0.7489
Super Camera 3,I'm very satisfied with this app.,Positive,0.6834,0.6165
Super Camera 3,Amazing performance and great UI.,Positive,0.5915,0.6071
Super Camera 3,Not worth the download. Save your time.,Negative,-0.9595,0.7599
Super Camera 3,Best app in this category. Highly recommended!,Positive,0.8693,0.6355
Super Camera 3,Excellent features and intuitive interface.,Positive,0.8543,0.323
Super Camera 3,Very useful and easy to use.,Positive,0.5092,0.6817
Super Camera 3,Poor customer support and too expensive.,Negative,-0.5316,0.4661
Super Camera 3,This app is amazing. I use it every day.,Positive,0.7974,0.6571
Super Camera 3,Very useful and easy to use.,Positive,0.8584,0.9134
Premium Messenger 8,Excellent features and intuitive interface.,Positive,0.9654,0.705
Premium Messenger 8,Very useful and easy to use.,Positive,0.7684,0.3168
Premium Messenger 8,Excellent features and intuitive interface.,Positive,0.7629,0.9225
Premium Messenger 8,Amazing performance and great UI.,Positive,0.738,0.4889
Premium Messenger 8,The app is very slow and buggy.,Negative,-0.6545,0.9209
Premium Messenger 8,This app is exactly what I was looking for!,Positive,0.7893,0.7728
Premium Messenger 8,"Waste of money, don't buy it.",Negative,-0.6871,0.7904
Premium Messenger 8,Best app in this category. Highly recommended!,Positive,0.9752,0.6257
Premium Messenger 8,Didn't work as advertised. Uninstalled.,Negative,-0.899,0.856
Premium Messenger 8,Very useful and easy to use.,Positive,0.5306,0.8912
Simple Compass 5,I'm having issues with the latest update.,Negative,-0.8334,0.9616
Simple Compass 5,Poor customer support and too expensive.,Negative,-0.9261,0.8668
Simple Compass 5,Poor customer support and too expensive.,Negative,-0.5803,0.8216
Simple Compass 5,Very useful and easy to use.,Positive,0.7128,0.5895
Simple Compass 5,Best app in this category. Highly recommended!,Positive,0.946,0.9084
Simple Compass 5,Works well enough for my needs.,Neutral,0.1727,0.816
Simple Compass 5,"Waste of money, don't buy it.",Negative,-0.5494,0.8816
Simple Compass 5,"It works, but there are better alternatives.",Neutral,0.1731,0.9306
Simple Compass 5,Best app in this category. Highly recommended!,Positive,0.8037,0.5663
Simple Compass 5,Great app! Love it!,Positive,0.6873,0.4979
Magic Editor 3,Amazing performance and great UI.,Positive,0.9559,0.8778
Magic Editor 3,Very useful and easy to use.,Positive,0.6746,0.8377
Magic Editor 3,Excellent features and intuitive interface.,Positive,0.9856,0.7017
Magic Editor 3,Best app in this category. Highly recommended!,Positive,0.7735,0.673
Magic Editor 3,Excellent features and intuitive interface.,Positive,0.6517,0.5198
Magic Editor 3,The app is very helpful and well designed.,Positive,0.7901,0.3964
Magic Editor 3,This app is amazing. I use it every day.,Positive,0.8114,0.3783
Magic Editor 3,Very useful and easy to use.,Positive,0.5966,0.3221
Magic Editor 3,"Very disappointing, too many ads.",Negative,-0.9767,0.6639
Magic Editor 3,Works perfectly on my device. No issues at all.,Positive,0.6816,0.9008
Awesome Calculator 4,Not worth the download. Save your time.,Negative,-0.564,0.9808
Awesome Calculator 4,"Very disappointing, too many ads.",Negative,-0.51,0.5846
Awesome Calculator 4,I'm very satisfied with this app.,Positive,0.9975,0.6272
Awesome Calculator 4,Not worth the download. Save your time.,Negative,-0.606,0.8118
Awesome Calculator 4,Excellent features and intuitive interface.,Positive,0.5743,0.3294
Awesome Calculator 4,The app is very helpful and well designed.,Positive,0.6138,0.9271
Awesome Calculator 4,The app is very helpful and well designed.,Positive,0.5572,0.884
Awesome Calculator 4,Amazing performance and great UI.,Positive,0.8607,0.5289
Awesome Calculator 4,Needs a lot of improvements.,Negative,-0.9912,0.612
Awesome Calculator 4,Works well enough for my needs.,Neutral,-0.2432,0.9482
Super Monitor 1,Great app! Love it!,Positive,0.5066,0.521
Super Monitor 1,I'm having issues with the latest update.,Negative,-0.6238,0.819
Super Monitor 1,This app is amazing. I use it every day.,Positive,0.8204,0.9746
Super Monitor 1,"It works, but there are better alternatives.",Neutral,0.0719,0.399
Super Monitor 1,Best app in this category. Highly recommended!,Positive,0.8449,0.6974
Super Monitor 1,This app is exactly what I was looking for!,Positive,0.6382,0.5641
Super Monitor 1,I'm having issues with the latest update.,Negative,-0.6018,0.9436
Super Monitor 1,Great app! Love it!,Positive,0.9942,0.7195
Super Monitor 1,Very useful and easy to use.,Positive,0.7827,0.6073
Super Monitor 1,This app is exactly what I was looking for!,Positive,0.6127,0.4682
Simple Wallet 6,Amazing performance and great UI.,Positive,0.7155,0.3969
Simple Wallet 6,"It's just what you'd expect, nothing more.",Neutral,0.3125,0.7358
Simple Wallet 6,"Not bad, but not great either.",Neutral,-0.1161,0.4348
Simple Wallet 6,Needs a lot of improvements.,Negative,-0.7248,0.8503
Simple Wallet 6,This app is amazing. I use it every day.,Positive,0.8341,0.8597
Simple Wallet 6,Very useful and easy to use.,Positive,0.6631,0.7295
Simple Wallet 6,Excellent features and intuitive interface.,Positive,0.8509,0.5576
Simple Wallet 6,Very frustrating experience using this app.,Negative,-0.9532,0.5799
Simple Wallet 6,This app is amazing. I use it every day.,Positive,0.6822,0.4029
Simple Wallet 6,Works perfectly on my device. No issues at all.,Positive,0.9917,0.3178
Cool Scanner 4,Needs a lot of improvements.,Negative,-0.6416,0.5098
Cool Scanner 4,This app is amazing. I use it every day.,Positive,0.6575,0.7149
Cool Scanner 4,I'm very satisfied with this app.,Positive,0.8886,0.9485
Cool Scanner 4,"Very disappointing, too many ads.",Negative,-0.9507,0.6925
Cool Scanner 4,Amazing performance and great UI.,Positive,0.9781,0.806
Cool Scanner 4,"Very disappointing, too many ads.",Negative,-0.5845,0.3692
Cool Scanner 4,Amazing performance and great UI.,Positive,0.8597,0.6919
Cool Scanner 4,Works well enough for my needs.,Neutral,-0.3358,0.9576
Cool Scanner 4,The app is very helpful and well designed.,Positive,0.7571,0.3628
Cool Scanner 4,The app is very slow and buggy.,Negative,-0.9138,0.6587
Ultimate Scanner 3,Needs a lot of improvements.,Negative,-0.6575,0.7701
Ultimate Scanner 3,Very useful and easy to use.,Positive,0.6222,0.8178
Ultimate Scanner 3,"It works, but there are better alternatives.",Neutral,-0.1887,0.3614
Ultimate Scanner 3,Works perfectly on my device. No issues at all.,Positive,0.5449,0.5828
Ultimate Scanner 3,I'm having issues with the latest update.,Negative,-0.8887,0.3281
Ultimate Scanner 3,Amazing performance and great UI.,Positive,0.6859,0.6227
Ultimate Scanner 3,Didn't work as advertised. Uninstalled.,Negative,-0.9704,0.9703
Ultimate Scanner 3,Very useful and easy to use.,Positive,0.7758,0.8683
Ultimate Scanner 3,Works perfectly on my device. No issues at all.,Positive,0.6214,0.3597
Ultimate Scanner 3,This app is exactly what I was looking for!,Positive,0.8637,0.6355
Super Camera 2,I'm very satisfied with this app.,Positive,0.7241,0.5272
Super Camera 2,The app is very helpful and well designed.,Positive,0.6975,0.7551
Super Camera 2,Didn't work as advertised. Uninstalled.,Negative,-0.6012,0.5372
Super Camera 2,Great app! Love it!,Positive,0.8686,0.9213
Super Camera 2,This app is amazing. I use it every day.,Positive,0.5521,0.7752
Super Camera 2,Needs a lot of improvements.,Negative,-0.8181,0.6024
Super Camera 2,I'm very satisfied with this app.,Positive,0.604,0.5689
Super Camera 2,The app is very helpful and well designed.,Positive,0.7341,0.8671
Super Camera 2,Not worth the download. Save your time.,Negative,-0.5728,0.8258
Super Camera 2,I'm having issues with the latest update.,Negative,-0.8668,0.4874
Smart Cleaner 5,Poor customer support and too expensive.,Negative,-0.5367,0.3442
Smart Cleaner 5,Needs a lot of improvements.,Negative,-0.5263,0.3703
Smart Cleaner 5,Great app! Love it!,Positive,0.5061,0.7412
Smart Cleaner 5,Amazing performance and great UI.,Positive,0.8043,0.3278
Smart Cleaner 5,Amazing performance and great UI.,Positive,0.8579,0.4074
Smart Cleaner 5,Great app! Love it!,Positive,0.8551,0.7452
Smart Cleaner 5,Acceptable performance with some minor issues.,Neutral,-0.1553,0.9519
Smart Cleaner 5,Great app! Love it!,Positive,0.8312,0.7542
Smart Cleaner 5,Amazing performance and great UI.,Positive,0.5497,0.7613
Smart Cleaner 5,This app is exactly what I was looking for!,Positive,0.881,0.6672
Easy Cleaner 2,Excellent features and intuitive interface.,Positive,0.7496,0.5184
Easy Cleaner 2,"Not bad, but not great either.",Neutral,-0.2209,0.6204
Easy Cleaner 2,Very useful and easy to use.,Positive,0.6296,0.5164
Easy Cleaner 2,"Very disappointing, too many ads.",Negative,-0.9952,0.8586
Easy Cleaner 2,Great app! Love it!,Positive,0.7947,0.3388
Easy Cleaner 2,Very useful and easy to use.,Positive,0.6536,0.5604
Easy Cleaner 2,Best app in this category. Highly recommended!,Positive,0.7962,0.3585
Easy Cleaner 2,This app keeps crashing on my device.,Negative,-0.5452,0.4521
Easy Cleaner 2,I'm having issues with the latest update.,Negative,-0.8945,0.8348
Easy Cleaner 2,Not worth the download. Save your time.,Negative,-0.5576,0.473
Ultimate Manager 2,"Some features are good, others need work.",Neutral,0.0788,0.5619
Ultimate Manager 2,Amazing performance and great UI.,Positive,0.6685,0.8565
Ultimate Manager 2,Best app in this category. Highly recommended!,Positive,0.8828,0.8179
Ultimate Manager 2,Amazing performance and great UI.,Positive,0.8034,0.6169
Ultimate Manager 2,I'm having issues with the latest update.,Negative,-0.6176,0.4284
Ultimate Manager 2,Very frustrating experience using this app.,Negative,-0.838,0.9303
Ultimate Manager 2,Excellent features and intuitive interface.,Positive,0.9483,0.3224
Ultimate Manager 2,Best app in this category. Highly recommended!,Positive,0.8319,0.3437
Ultimate Manager 2,Needs a lot of improvements.,Negative,-0.8873,0.7629
Ultimate Manager 2,This app is exactly what I was looking for!,Positive,0.847,0.902
Awesome Calculator 5,The app is very helpful and well designed.,Positive,0.6325,0.5209
Awesome Calculator 5,Acceptable performance with some minor issues.,Neutral,-0.3131,0.5609
Awesome Calculator 5,This app is amazing. I use it every day.,Positive,0.9648,0.7205
Awesome Calculator 5,"Waste of money, don't buy it.",Negative,-0.5473,0.7033
Awesome Calculator 5,Best app in this category. Highly recommended!,Positive,0.788,0.5778
Awesome Calculator 5,"It's just what you'd expect, nothing more.",Neutral,0.1997,0.6761
Awesome Calculator 5,This app is amazing. I use it every day.,Positive,0.65,0.3887
Awesome Calculator 5,Excellent features and intuitive interface.,Positive,0.9988,0.7663
Awesome Calculator 5,Works perfectly on my device. No issues at all.,Positive,0.763,0.3455
Awesome Calculator 5,This app is amazing. I use it every day.,Positive,0.9838,0.598
Quick Assistant 9,Best app in this category. Highly recommended!,Positive,0.8721,0.9018
Quick Assistant 9,Great app! Love it!,Positive,0.7741,0.6777
Quick Assistant 9,Best app in this category. Highly recommended!,Positive,0.7729,0.6234
Quick Assistant 9,"It works, but there are better alternatives.",Neutral,0.2575,0.5627
Quick Assistant 9,I'm having issues with the latest update.,Negative,-0.9253,0.5813
Quick Assistant 9,This app keeps crashing on my device.,Negative,-0.8341,0.6225
Quick Assistant 9,Acceptable performance with some minor issues.,Neutral,0.2508,0.7604
Quick Assistant 9,This app keeps crashing on my device.,Negative,-0.7405,0.7708
Quick Assistant 9,Works perfectly on my device. No issues at all.,Positive,0.5725,0.5832
Quick Assistant 9,Decent app but missing some key features.,Neutral,0.275,0.8728
Best Converter 8,Works well enough for my needs.,Neutral,0.1849,0.8459
Best Converter 8,Average app with basic functionality.,Neutral,0.0383,0.7951
Best Converter 8,Excellent features and intuitive interface.,Positive,0.7317,0.6064
Best Converter 8,Didn't work as advertised. Uninstalled.,Negative,-0.559,0.8964
Best Converter 8,Works perfectly on my device. No issues at all.,Positive,0.6809,0.9959
Best Converter 8,This app is amazing. I use it every day.,Positive,0.9785,0.471
Best Converter 8,"Some features are good, others need work.",Neutral,-0.3066,0.5616
Best Converter 8,I'm very satisfied with this app.,Positive,0.8748,0.8303
Best Converter 8,Poor customer support and too expensive.,Negative,-0.7376,0.9069
Best Converter 8,I'm having issues with the latest update.,Negative,-0.8611,0.6514
Magic Tracker 1,Amazing performance and great UI.,Positive,0.8281,0.894
Magic Tracker 1,Best app in this category. Highly recommended!,Positive,0.9145,0.8327
Magic Tracker 1,Best app in this category. Highly recommended!,Positive,0.6904,0.5483
